ons_code,authority,region,sfa_2017,under_index_2017,ct_total_2017,nhb_2017,nhb_return_2017,rsdg_2017
E07000223,Adur,SE,1.921482645,0.024789727,5.848155666,0.553293428,0.003970055,0
E07000026,Allerdale,NW,4.474629727,0.051281006,4.919543469,1.603998763,0.008115058,0.26124866
E07000032,Amber Valley,EM,3.891429179,0.045203145,5.987194235,1.628040591,0.007186155,0
E07000224,Arun,SE,4.176325505,0.051464611,10.18302912,3.677379833,0.008212324,0
E07000170,Ashfield,EM,4.776482952,0.054502011,5.873287252,2.577363162,0.008649752,0
E07000105,Ashford,SE,3.302681694,0.040367534,6.8794418,3.394890716,0.006373552,0.066673531
E31000001,Avon Fire,SW,16.89549538,0.153008858,24.66785066,0,0,0
E07000004,Aylesbury Vale,SE,4.302727577,0.055873287,11.07129762,7.936213068,0.008805552,0
E07000200,Babergh,EE,2.501134406,0.03000176,4.998742154,1.212228149,0.004797626,0.181969937
E09000002,Barking And Dagenham,L,82.64311851,0.809402537,53.50511277,4.865124784,0.128083894,0
E09000003,Barnet,L,78.25984755,0.823879739,160.5598803,10.7696123,0.131439912,0
E08000016,Barnsley,YH,78.43019717,0.798682329,84.71197997,5.272251406,0.126711507,0
E07000027,Barrow-in-Furness,NW,5.001716435,0.043900446,4.149811926,0.292264278,0.0069174,0
E07000066,Basildon,EE,6.480210528,0.079980551,15.63836868,3.439235395,0.012765931,0
E07000084,Basingstoke And Deane,SE,3.581240464,0.04281612,7.061454198,2.8500227,0.006816347,0
E07000171,Bassetlaw,EM,4.978685673,0.05690104,5.544702116,1.63275011,0.009022788,0.043114349
E06000022,Bath And North East Somerset,SW,30.38112211,0.332306138,82.19223955,5.324927343,0.05316031,0
E06000055,Bedford,EE,44.60908858,0.450851876,80.5487542,6.999510156,0.07179808,0
E31000002,Bedfordshire Fire,EE,9.057951651,0.083354222,18.99384493,0,0,0
E31000003,Berkshire Fire,SE,11.09350428,0.099980546,21.09999221,0,0,0
E09000004,Bexley,L,47.97859594,0.514153961,99.24619673,3.908635448,0.081984422,0
E08000025,Birmingham,WM,512.2755517,5.025023834,308.5445258,14.19126317,0.795176194,0
E07000129,Blaby,EM,2.549906877,0.031285914,4.975034684,2.329575676,0.004974557,0
E06000008,Blackburn with Darwen,NW,63.92018386,0.625176874,46.90455291,1.328708408,0.099006137,0
E06000009,Blackpool,NW,69.64640839,0.677648731,50.8450965,0.838748948,0.107381254,0
E07000033,Bolsover,EM,4.638692298,0.041051834,3.49699758,1.199966201,0.006504986,0
E08000001,Bolton,NW,94.46325963,0.95612889,103.1186765,2.904653295,0.150657372,0
E07000136,Boston,EM,3.493134717,0.037917526,3.266415432,0.854290957,0.006018925,0.068407666
E06000028,Bournemouth,SW,41.36052471,0.443384858,83.84737788,3.412364495,0.070672703,0
E06000058,"Bournemouth, Christchurch and Poole",SW,0,0,0,0,0,0
E06000036,Bracknell Forest,SE,22.79971332,0.236118829,53.24710059,2.757970804,0.037708434,0
E08000032,Bradford,YH,192.8972233,1.953513422,171.3859407,8.248595504,0.307815402,0
E07000067,Braintree,EE,4.033677786,0.048914837,8.73567009,2.129211113,0.007801571,0.017754313
E07000143,Breckland,EE,5.14876987,0.055542873,3.378603906,2.720870163,0.008801635,0.379117537
E09000005,Brent,L,125.1815226,1.23897147,106.865186,10.87581905,0.196271787,0
E07000068,Brentwood,EE,1.782633393,0.023275915,5.715461574,1.153653107,0.003724912,0
E06000043,Brighton And Hove,SE,76.84281776,0.829552043,127.7458217,4.619988242,0.13071264,0
E06000023,Bristol,SW,137.0968443,1.430842574,192.1619142,10.06403128,0.225458079,0
E07000144,Broadland,EE,3.489123169,0.040338362,5.32349356,2.066444598,0.006410065,0
E09000006,Bromley,L,46.78414831,0.539706863,143.1771925,6.011199923,0.085041691,0
E07000234,Bromsgrove,WM,1.630695589,0.024495427,7.580560608,1.91292128,0.003859748,0
E07000095,Broxbourne,EE,2.873101282,0.033023755,4.247244768,1.021014177,0.005246476,0
E07000172,Broxtowe,EM,3.508195755,0.040645961,5.38641768,0.458614607,0.006464538,0
E10000002,Buckinghamshire,SE,49.64019799,0.624349755,261.4346833,3.11960083,0.100726032,0
E06000060,Buckinghamshire Council,SE,0,0,0,0,0,0
E31000004,Buckinghamshire Fire,SE,8.041750691,0.072182745,18.05137051,0,0,0
E07000117,Burnley,NW,6.759950163,0.059822579,6.39076016,0.969448036,0.009426253,0
E08000002,Bury,NW,48.93899016,0.505135464,74.450076,2.185595517,0.079594271,0
E08000033,Calderdale,YH,56.92746303,0.59238413,81.72863906,2.709706714,0.093342056,0
E07000008,Cambridge,EE,5.092853359,0.059924775,7.8392421,5.963069034,0.009442356,0
E10000003,Cambridgeshire,EE,76.38019033,0.917331825,262.2357772,4.128672156,0.144575988,0
E31000005,Cambridgeshire Fire,EE,9.514306886,0.085788964,18.37555877,0,0,0
E09000007,Camden,L,126.5508455,1.283379027,100.6322185,7.599408592,0.203254761,0
E07000192,Cannock Chase,WM,3.62026871,0.042723394,5.758942753,0.97475721,0.006731932,0
E07000106,Canterbury,SE,5.37551598,0.065754394,9.745149042,2.410338965,0.01036093,0
E07000028,Carlisle,NW,4.000270561,0.046786066,6.65802138,2.005097048,0.007461294,0.147436815
E07000069,Castle Point,EE,2.400437787,0.031748797,7.31953872,0.975241358,0.005002663,0
E06000056,Central Bedfordshire,EE,40.64451754,0.451325802,139.4921155,10.85362771,0.072439891,0
E07000130,Charnwood,EM,5.273537452,0.060219098,7.302726465,4.003795456,0.00955968,0
E07000070,Chelmsford,EE,3.432495361,0.047809512,11.83326195,2.713444448,0.007533352,0
E07000078,Cheltenham,SW,3.197559137,0.039859927,8.090061056,1.771550882,0.006360167,0
E07000177,Cherwell,SE,4.671725062,0.053570905,6.37747825,4.467638997,0.00850489,0
E06000049,Cheshire East,NW,53.1386548,0.596702975,191.0554514,8.254039121,0.095847286,0
E31000006,Cheshire Fire,NW,14.33919062,0.13283332,26.4485654,0,0,0
E06000050,Cheshire West and Chester,NW,68.6865432,0.742824093,160.4200176,8.497758077,0.117046904,0
E07000034,Chesterfield,EM,4.389887065,0.047323935,4.415588631,0.682795846,0.00745684,0
E07000225,Chichester,SE,2.292576192,0.031589834,7.829813904,3.074655306,0.00499901,0.151722063
E07000005,Chiltern,SE,1.394454876,0.020946747,7.71287916,1.126233821,0.003300582,0
E07000118,Chorley,NW,3.453993525,0.041257211,6.502544256,3.999961578,0.006567576,0
E07000048,Christchurch,SW,0.938020421,0.013964536,3.82648376,0.65932977,0.002200394,0
E09000001,City of London,L,24.40454821,0.233901365,5.686304952,1.460889937,0.036906424,0
E31000007,Cleveland Fire,NE,15.19067854,0.13137395,10.89148525,0,0,0
E07000071,Colchester,EE,4.960875214,0.06069813,11.0147998,4.782910949,0.009672291,0
E07000029,Copeland,NW,3.034353391,0.035376526,4.008868605,0.664304199,0.005579549,0.038827211
E07000150,Corby,EM,2.6167566,0.029662733,3.382992,2.483823002,0.004707704,0
E06000052,Cornwall,SW,147.6966762,1.573047156,259.8184558,17.06239563,0.250825106,3.164167158
E07000079,Cotswold,SW,2.140460373,0.02634912,4.9353512,3.155829684,0.004268971,0.483434295
E08000026,Coventry,WM,110.1611204,1.134351654,118.4617986,7.61480846,0.179960568,0
E07000163,Craven,YH,1.739967852,0.02083915,3.583689309,0.816579911,0.003348458,0.224622485
E07000226,Crawley,SE,4.438402634,0.051103177,6.57669474,1.431903404,0.008122993,0
E09000008,Croydon,L,101.7246255,1.038696665,155.0591409,8.516898023,0.163667589,0
